fixed acidity,citric acid,residual sugar,chlorides,total sulfur dioxide,density,pH,sulphates,alcohol,quality,is_red,so2_ratio,volatile_acidity_ratio
7.2,0.03999999999999998,2.3,0.078,86.0,0.99743,3.53,0.57,9.7,5,1,0.18604651162790697,0.09097222222222222
9.65,0.23,1.9,0.082,18.0,0.99774,3.22,0.65,9.3,6,1,0.5555555555555556,0.046632124352331605
7.2,0.03999999999999998,2.3,0.078,86.0,0.99743,3.53,0.57,9.7,5,1,0.18604651162790697,0.09097222222222222
7.2,0.03999999999999998,2.2,0.08,88.0,0.99745,3.53,0.58,9.8,6,1,0.19318181818181818,0.0875
7.1,0.03999999999999998,2.3,0.08,43.0,0.9955,3.42,0.58,10.7,6,1,0.627906976744186,0.08309859154929577
8.3,0.39,2.4,0.078,43.0,0.99444,3.31,0.77,12.5,7,1,0.3953488372093023,0.03734939759036144
7.1,0.03999999999999998,2.3,0.08,43.0,0.9955,3.42,0.58,10.7,6,1,0.627906976744186,0.08309859154929577
8.3,0.39,2.4,0.078,43.0,0.99444,3.31,0.77,12.5,7,1,0.3953488372093023,0.03734939759036144
8.3,0.03999999999999998,3.4,0.084,11.0,0.99892,3.48,0.49,11.0,3,1,0.5454545454545454,0.0789156626506024
8.9,0.36,2.6,0.056,39.0,0.99562,3.4,0.69,11.8,5,1,0.2564102564102564,0.0348314606741573
7.4,0.1,2.4,0.08,33.0,0.99736,3.58,0.69,10.8,7,1,0.48484848484848486,0.08581081081081081
7.4,0.1,2.4,0.08,33.0,0.99736,3.58,0.69,10.8,7,1,0.48484848484848486,0.08581081081081081
6.8,0.06,6.0,0.06,18.0,0.9962,3.41,0.59,10.8,7,1,0.6111111111111112,0.08676470588235294
6.8,0.06,6.0,0.06,18.0,0.9962,3.41,0.59,10.8,7,1,0.6111111111111112,0.08676470588235294
9.2,0.2,3.0,0.081,115.0,0.998,3.23,0.59,9.5,5,1,0.13043478260869565,0.06304347826086956
7.2,0.27,2.6,0.084,78.0,0.9964,3.39,0.71,11.0,5,1,0.15384615384615385,0.075
6.1,0.03999999999999998,2.2,0.079,9.0,0.9948,3.59,0.54,11.5,6,1,0.6666666666666666,0.0918032786885246
7.4,0.13,2.4,0.078,61.0,0.99528,3.43,0.59,10.8,6,1,0.5573770491803278,0.07027027027027027
7.3,0.39,1.2,0.059,11.0,0.99331,3.29,0.52,11.5,6,1,0.6363636363636364,0.04178082191780822
9.3,0.48,3.8,0.10550000000000001,11.0,0.99577,3.23,0.57,13.2,6,1,0.2727272727272727,0.040860215053763436
9.1,0.46,9.0,0.10550000000000001,9.0,0.99901,3.18,0.6,10.9,6,1,0.3333333333333333,0.030769230769230774
9.65,0.44,2.9,0.065,8.0,0.99674,3.33,0.62,12.2,6,1,0.5,0.04766839378238342
9.4,0.46,4.6,0.094,10.0,0.99639,3.27,0.64,12.2,7,1,0.3,0.04202127659574468
7.3,0.39,1.2,0.059,11.0,0.99331,3.29,0.52,11.5,6,1,0.6363636363636364,0.04178082191780822
8.6,0.4,2.2,0.079,6.0,0.99512,3.27,0.67,11.9,6,1,0.5,0.03662790697674419
5.3,0.19,1.5,0.10550000000000001,62.0,0.99395,3.62,0.61,11.0,5,1,0.11290322580645161,0.12358490566037737
6.8,0.31,8.8,0.084,45.0,0.99824,3.38,0.64,10.1,6,1,0.5777777777777777,0.060294117647058824
8.4,0.32,2.2,0.081,79.0,0.9964,3.3,0.72,11.0,6,1,0.4050632911392405,0.04285714285714285
8.4,0.12,1.8,0.072,46.0,0.99504,3.38,0.855,11.8,6,1,0.8260869565217391,0.07380952380952381
9.6,0.37,2.3,0.091,23.0,0.99786,3.24,0.56,10.5,5,1,0.43478260869565216,0.042708333333333334
8.4,0.32,2.2,0.081,79.0,0.9964,3.3,0.72,11.0,6,1,0.4050632911392405,0.04285714285714285
8.4,0.12,1.8,0.072,46.0,0.99504,3.38,0.855,11.8,6,1,0.8260869565217391,0.07380952380952381
6.8,0.31,8.8,0.084,45.0,0.99824,3.38,0.64,10.1,6,1,0.5777777777777777,0.060294117647058824
8.6,0.27,2.3,0.055,28.0,0.99516,3.18,0.8,11.2,5,1,0.5,0.05465116279069767
8.6,0.36,1.9,0.064,77.0,0.99604,3.47,0.855,11.0,7,1,0.6883116883116883,0.02558139534883721
9.4,0.33,2.3,0.061,73.0,0.99786,3.47,0.855,10.2,6,1,0.7123287671232876,0.02553191489361702
8.4,0.19,2.2,0.093,75.0,0.99736,3.2,0.59,9.2,4,1,0.14666666666666667,0.07797619047619048
8.6,0.27,2.3,0.055,28.0,0.99516,3.18,0.8,11.2,5,1,0.5,0.05465116279069767
8.7,0.38,3.3,0.063,19.0,0.99468,3.3,0.73,12.0,7,1,0.5263157894736842,0.03793103448275863
6.6,0.03999999999999998,1.9,0.08,25.0,0.99746,3.635,0.73,10.5,5,1,0.32,0.09242424242424242
7.4,0.03999999999999998,2.0,0.074,38.0,0.99748,3.48,0.65,9.8,5,1,0.34210526315789475,0.08243243243243242
7.6,0.29,1.9,0.078,66.0,0.9971,3.45,0.59,9.5,6,1,0.4393939393939394,0.052631578947368425
7.4,0.03999999999999998,2.0,0.074,38.0,0.99748,3.48,0.65,9.8,5,1,0.34210526315789475,0.08243243243243242
6.6,0.03999999999999998,1.9,0.08,25.0,0.99746,3.635,0.73,10.5,5,1,0.32,0.09242424242424242
8.8,0.38,2.3,0.06,72.0,0.99543,3.39,0.72,11.8,6,1,0.2638888888888889,0.03409090909090909
8.8,0.38,2.3,0.06,72.0,0.99543,3.39,0.72,11.8,6,1,0.2638888888888889,0.03409090909090909
9.65,0.5,1.4,0.071,26.0,0.99791,3.07,0.6,10.4,4,1,0.23076923076923078,0.06528497409326425
7.2,0.38,2.8,0.068,42.0,0.99356,3.34,0.72,12.9,7,1,0.5476190476190477,0.05277777777777778
6.2,0.17,1.6,0.073,11.0,0.99425,3.61,0.54,11.4,5,1,0.6363636363636364,0.07419354838709677
9.6,0.52,2.2,0.074,25.0,0.99509,3.36,0.76,12.4,7,1,0.52,0.034375
9.65,0.49,5.0,0.082,17.0,0.99484,3.19,0.52,12.5,7,1,0.5294117647058824,0.027979274611398965
9.65,0.4,2.6,0.092,52.0,0.99834,3.22,0.64,10.0,7,1,0.25,0.04455958549222798
9.65,0.34,2.3,0.094,45.0,0.99864,3.24,0.6,9.7,7,1,0.2222222222222222,0.05181347150259067
8.3,0.49,3.8,0.09,24.0,0.99498,3.27,0.64,12.1,7,1,0.4583333333333333,0.03614457831325301
9.65,0.42,2.0,0.071,20.0,0.99566,3.14,0.79,11.1,7,1,0.35,0.04559585492227979
9.65,0.58,4.1,0.092,24.0,0.99745,3.29,0.855,12.0,7,1,0.4583333333333333,0.04559585492227979
8.3,0.48,2.1,0.093,12.0,0.99408,3.26,0.62,12.4,7,1,0.5,0.033734939759036145
8.9,0.45,1.8,0.075,21.0,0.99552,3.41,0.76,11.9,7,1,0.47619047619047616,0.013483146067415729
8.9,0.45,1.8,0.075,21.0,0.99552,3.41,0.76,11.9,7,1,0.47619047619047616,0.013483146067415729
8.9,0.45,1.8,0.075,21.0,0.99552,3.41,0.76,11.9,7,1,0.47619047619047616,0.013483146067415729
8.3,0.48,2.1,0.093,12.0,0.99408,3.26,0.62,12.4,7,1,0.5,0.033734939759036145
8.2,0.4,2.2,0.058,10.0,0.99536,3.31,0.68,11.2,7,1,0.6,0.037804878048780494
9.65,0.48,2.1,0.052,9.0,0.99458,3.2,0.69,12.1,7,1,0.5555555555555556,0.03523316062176166
7.6,0.4,2.7,0.082,11.0,0.99538,3.44,0.54,12.2,6,1,0.5454545454545454,0.056578947368421055
8.5,0.52,1.9,0.09,23.0,0.99648,3.36,0.67,10.4,5,1,0.391304347826087,0.024705882352941175
9.0,0.52,2.1,0.10550000000000001,10.0,0.99568,3.31,0.62,11.3,6,1,0.5,0.04
9.5,0.52,2.0,0.088,51.0,0.99613,3.29,0.58,11.1,6,1,0.23529411764705882,0.03894736842105263
6.4,0.12,2.3,0.10550000000000001,36.0,0.99519,3.47,0.71,11.3,7,1,0.6944444444444444,0.08906249999999999
8.0,0.05,2.0,0.089,32.0,0.99735,3.36,0.61,10.0,5,1,0.375,0.07375
8.5,0.27,1.9,0.058,38.0,0.99518,3.16,0.85,11.1,6,1,0.47368421052631576,0.05529411764705882
7.1,0.14,1.6,0.078,18.0,0.99592,3.27,0.62,9.3,5,1,0.3888888888888889,0.07887323943661972
6.6,0.03999999999999998,2.1,0.10550000000000001,16.0,0.99654,3.38,0.69,9.5,5,1,0.375,0.08636363636363636
8.8,0.39,2.0,0.1,27.0,0.99546,3.15,0.69,11.2,6,1,0.7407407407407407,0.03068181818181818
8.5,0.27,1.9,0.058,38.0,0.99518,3.16,0.85,11.1,6,1,0.47368421052631576,0.05529411764705882
8.3,0.4,2.4,0.065,48.0,0.99554,3.34,0.855,11.0,6,1,0.5,0.04096385542168675
9.0,0.41,2.4,0.103,10.0,0.99604,3.13,0.58,11.9,7,1,0.6,0.042222222222222223
8.5,0.2,2.1,0.097,113.0,0.99733,3.13,0.48,9.2,5,1,0.20353982300884957,0.07705882352941176
9.0,0.43,2.4,0.068,46.0,0.9943,3.2,0.6,12.2,6,1,0.6304347826086957,0.044444444444444446
6.7,0.09,2.9,0.079,22.0,0.99669,3.46,0.61,10.2,5,1,0.3181818181818182,0.08358208955223881
9.65,0.48,1.9,0.066,10.0,0.99724,3.33,0.855,10.9,6,1,0.6,0.02694300518134715
9.65,0.48,1.9,0.066,10.0,0.99724,3.33,0.855,10.9,6,1,0.6,0.02694300518134715
9.65,0.5,2.4,0.104,13.0,0.99643,3.22,0.65,11.6,7,1,0.46153846153846156,0.03937823834196891
8.5,0.44,1.7,0.079,12.0,0.99605,3.52,0.63,10.7,5,1,0.5,0.04
8.8,0.41,5.9,0.073,13.0,0.99658,3.3,0.62,12.1,7,1,0.5384615384615384,0.0375
7.2,0.3,2.1,0.083,72.0,0.997,3.44,0.52,9.4,5,1,0.4861111111111111,0.056944444444444436
7.2,0.3,2.1,0.083,72.0,0.997,3.44,0.52,9.4,5,1,0.4861111111111111,0.056944444444444436
8.4,0.29,2.6,0.10550000000000001,119.0,0.99801,3.15,0.5,9.1,5,1,0.2605042016806723,0.07023809523809524
7.0,0.32,3.6,0.061,29.0,0.99416,3.28,0.49,11.3,7,1,0.3103448275862069,0.05714285714285715
9.65,0.49,1.4,0.075,6.0,0.9969,3.13,0.63,10.4,5,1,0.5,0.046632124352331605
9.1,0.3,1.9,0.065,17.0,0.99774,3.32,0.71,10.5,6,1,0.47058823529411764,0.054945054945054944
9.5,0.26,1.9,0.079,28.0,0.99712,3.25,0.62,10.0,5,1,0.4642857142857143,0.06894736842105263
7.3,0.32,2.1,0.07,70.0,0.99418,3.34,0.82,12.9,6,1,0.7285714285714285,0.07123287671232877
9.1,0.3,1.9,0.065,17.0,0.99774,3.32,0.71,10.5,6,1,0.47058823529411764,0.054945054945054944
9.65,0.49,1.4,0.075,6.0,0.9969,3.13,0.63,10.4,5,1,0.5,0.046632124352331605
7.4,0.03999999999999998,2.0,0.064,11.0,0.99562,3.45,0.58,11.3,6,1,0.6363636363636364,0.07837837837837837
9.65,0.39,1.4,0.066,7.0,0.9947,3.19,0.55,11.4,7,1,0.42857142857142855,0.03523316062176166
7.1,0.3,1.6,0.08,70.0,0.99693,3.44,0.5,9.4,5,1,0.5,0.05070422535211268
7.7,0.12,1.7,0.097,27.0,0.99596,3.16,0.49,9.4,5,1,0.7037037037037037,0.05064935064935065
9.65,0.4,1.5,0.073,21.0,0.99556,3.14,0.51,10.9,6,1,0.6666666666666666,0.030569948186528494
7.7,0.12,1.7,0.097,27.0,0.99596,3.16,0.49,9.4,5,1,0.7037037037037037,0.05064935064935065
7.1,0.28,2.0,0.082,68.0,0.99694,3.45,0.48,9.4,5,1,0.45588235294117646,0.04788732394366198
6.5,0.1,2.0,0.076,47.0,0.99554,3.36,0.48,9.4,6,1,0.6382978723404256,0.06153846153846154
7.1,0.28,2.0,0.082,68.0,0.99694,3.45,0.48,9.4,5,1,0.45588235294117646,0.04788732394366198
9.65,0.45,2.5,0.092,88.0,0.99918,3.15,0.43,9.4,5,1,0.22727272727272727,0.03626943005181347
7.7,0.06,2.0,0.079,41.0,0.99697,3.39,0.62,10.1,6,1,0.4634146341463415,0.07792207792207792
5.6,0.03999999999999998,2.2,0.087,11.0,0.99378,3.635,0.63,12.8,7,1,0.2727272727272727,0.11696428571428573
5.6,0.03999999999999998,2.2,0.087,11.0,0.99378,3.635,0.63,12.8,7,1,0.2727272727272727,0.11696428571428573
8.9,0.34,1.4,0.05,10.0,0.99554,3.12,0.48,9.1,6,1,0.4,0.07359550561797752
6.4,0.03999999999999998,1.65,0.055,12.0,0.99162,3.47,0.53,12.9,6,1,0.5833333333333334,0.10234375
7.5,0.3,2.2,0.062,12.0,0.99495,3.44,0.72,11.5,7,1,0.5,0.05733333333333333
9.65,0.38,1.5,0.058,47.0,0.99676,3.26,0.82,10.6,7,1,0.6595744680851063,0.03626943005181347
9.1,0.33,2.05,0.063,27.0,0.99516,3.26,0.84,11.7,7,1,0.48148148148148145,0.031868131868131866
6.8,0.32,1.8,0.067,8.0,0.9928,3.36,0.55,12.8,7,1,0.5,0.052941176470588235
8.2,0.29,1.6,0.081,45.0,0.99603,3.25,0.54,10.3,5,1,0.6,0.05243902439024391
6.8,0.32,1.8,0.067,8.0,0.9928,3.36,0.55,12.8,7,1,0.5,0.052941176470588235
9.1,0.33,2.05,0.063,27.0,0.99516,3.26,0.84,11.7,7,1,0.48148148148148145,0.031868131868131866
9.1,0.34,2.0,0.064,25.0,0.99516,3.26,0.84,11.7,7,1,0.48,0.03296703296703297
8.9,0.4,3.6,0.10550000000000001,24.0,0.99549,3.23,0.7,12.0,7,1,0.5,0.03932584269662921
9.6,0.36,2.8,0.10550000000000001,55.0,0.99722,3.18,0.68,10.9,5,1,0.4727272727272727,0.052083333333333336
8.9,0.45,1.7,0.067,12.0,0.99354,3.25,0.55,12.3,7,1,0.5833333333333334,0.03146067415730337
8.9,0.31,2.0,0.088,19.0,0.9957,3.17,0.55,10.4,6,1,0.631578947368421,0.03595505617977528
7.7,0.15,2.1,0.102,32.0,0.99604,3.23,0.48,10.0,5,1,0.34375,0.08506493506493507
7.5,0.03999999999999998,1.6,0.092,31.0,0.99635,3.38,0.58,10.0,6,1,0.7096774193548387,0.08733333333333333
8.0,0.16,2.0,0.10550000000000001,7.0,0.99454,3.22,0.58,11.2,6,1,0.42857142857142855,0.0725
9.65,0.46,2.2,0.075,27.0,0.99598,3.06,0.84,11.4,6,1,0.5185185185185185,0.04041450777202073
8.9,0.4,2.2,0.068,28.0,0.99486,3.27,0.75,12.6,7,1,0.42857142857142855,0.04269662921348315
8.0,0.37,0.9,0.049,109.0,0.99007,2.89,0.44,12.7,6,1,0.3302752293577982,0.0225
8.0,0.37,0.9,0.049,109.0,0.99007,2.89,0.44,12.7,6,1,0.3302752293577982,0.0225
7.0,0.14,1.8,0.078,23.0,0.99636,3.53,0.61,10.4,5,1,0.43478260869565216,0.07142857142857142
9.65,0.6000000000000001,2.4,0.10550000000000001,8.0,0.99642,3.2,0.53,11.9,6,1,0.375,0.03730569948186528
9.65,0.6000000000000001,2.4,0.10550000000000001,8.0,0.99642,3.2,0.53,11.9,6,1,0.375,0.03730569948186528
7.0,0.09,2.1,0.062,9.0,0.99584,3.35,0.54,10.5,5,1,0.4444444444444444,0.07285714285714286
8.2,0.42,2.3,0.098,9.0,0.99506,3.27,0.55,12.3,6,1,0.3333333333333333,0.039024390243902446
7.7,0.03999999999999998,1.8,0.088,18.0,0.99568,3.32,0.56,10.5,7,1,0.6666666666666666,0.07532467532467532
8.6,0.03999999999999998,2.8,0.095,43.0,0.99822,3.33,0.6,10.4,6,1,0.3953488372093023,0.07616279069767443
7.9,0.32,1.9,0.066,36.0,0.99364,3.41,0.56,12.6,6,1,0.3888888888888889,0.039240506329113925
6.4,0.03999999999999998,2.2,0.065,52.0,0.99378,3.49,0.52,11.6,5,1,0.5384615384615384,0.10234375
7.2,0.21,2.5,0.075,68.0,0.99586,3.37,0.54,10.1,6,1,0.6029411764705882,0.04722222222222222
7.7,0.03999999999999998,1.8,0.088,18.0,0.99568,3.32,0.56,10.5,7,1,0.6666666666666666,0.07532467532467532
7.1,0.03999999999999998,2.1,0.091,14.0,0.99488,3.42,0.55,11.5,7,1,0.6428571428571429,0.08309859154929577
7.3,0.03999999999999998,1.8,0.093,15.0,0.99514,3.35,0.58,11.0,7,1,0.6,0.07534246575342467
8.1,0.03999999999999998,4.1,0.095,14.0,0.99854,3.36,0.53,9.6,5,1,0.35714285714285715,0.0808641975308642
7.5,0.08,2.6,0.089,27.0,0.99592,3.3,0.59,10.4,6,1,0.5185185185185185,0.076
8.9,0.18,2.5,0.077,48.0,0.99739,3.2,0.47,9.7,6,1,0.3125,0.07359550561797752
9.65,0.34,2.4,0.085,17.0,0.99683,3.17,0.65,10.6,7,1,0.29411764705882354,0.038341968911917094
7.6,0.34,2.5,0.082,35.0,0.99356,3.22,0.59,12.5,7,1,0.7428571428571429,0.04078947368421053
7.3,0.1,1.8,0.074,56.0,0.99672,3.35,0.56,9.2,5,1,0.35714285714285715,0.08972602739726028
8.7,0.41,6.2,0.078,42.0,0.9953,3.24,0.77,12.6,7,1,0.5952380952380952,0.047126436781609195
8.9,0.21,2.2,0.088,39.0,0.99692,3.33,0.83,11.1,6,1,0.5384615384615384,0.056179775280898875
7.4,0.03999999999999998,2.2,0.088,32.0,0.99756,3.58,0.67,10.2,5,1,0.5,0.08851351351351351
6.9,0.19,1.7,0.079,26.0,0.99547,3.38,0.64,9.8,6,1,0.5,0.07101449275362319
8.9,0.21,2.2,0.088,39.0,0.99692,3.33,0.83,11.1,6,1,0.5384615384615384,0.056179775280898875
9.5,0.41,8.9,0.069,39.0,0.99859,3.29,0.81,10.9,7,1,0.46153846153846156,0.04105263157894737
6.4,0.33,3.3,0.046,53.0,0.99294,3.36,0.62,12.2,6,1,0.22641509433962265,0.0609375
6.9,0.03999999999999998,1.4,0.07,38.0,0.99438,3.32,0.58,11.4,6,1,0.8421052631578947,0.06376811594202898
7.6,0.03999999999999998,1.7,0.076,45.0,0.99612,3.31,0.62,10.7,6,1,0.7333333333333333,0.0861842105263158
7.1,0.17,1.8,0.082,51.0,0.99634,3.49,0.64,10.4,5,1,0.5294117647058824,0.06056338028169014
9.3,0.36,1.7,0.081,14.0,0.99702,3.27,0.78,10.9,6,1,0.21428571428571427,0.052688172043010746
9.3,0.36,1.8,0.084,17.0,0.99704,3.27,0.77,10.8,6,1,0.35294117647058826,0.05376344086021505
7.1,0.17,1.8,0.082,51.0,0.99634,3.49,0.64,10.4,5,1,0.5294117647058824,0.06056338028169014
8.5,0.59,1.4,0.10550000000000001,45.0,0.99702,3.03,0.855,9.2,5,1,0.35555555555555557,0.054117647058823534
5.6,0.05,2.4,0.073,25.0,0.99258,3.56,0.55,12.9,5,1,0.76,0.10803571428571429
8.3,0.42,2.3,0.07,20.0,0.99426,3.38,0.77,12.7,7,1,0.45,0.03975903614457831
8.2,0.27,2.0,0.095,77.0,0.99747,3.13,0.62,9.1,6,1,0.06493506493506493,0.07804878048780489
8.2,0.27,2.0,0.095,77.0,0.99747,3.13,0.62,9.1,6,1,0.06493506493506493,0.07804878048780489
8.9,0.53,4.0,0.101,10.0,0.99586,3.21,0.59,12.1,7,1,0.3,0.053932584269662916
7.6,0.25,3.9,0.104,90.0,0.99784,3.15,0.57,9.1,5,1,0.3111111111111111,0.05526315789473684
9.65,0.57,2.4,0.093,52.0,0.9971,3.19,0.76,11.6,7,1,0.5769230769230769,0.054922279792746116
8.9,0.53,4.0,0.101,10.0,0.99586,3.21,0.59,12.1,7,1,0.3,0.053932584269662916
9.65,0.57,1.8,0.074,8.0,0.9981,3.14,0.7,9.9,6,1,0.375,0.02383419689119171
9.1,0.5,1.8,0.071,16.0,0.99462,3.21,0.69,12.5,8,1,0.4375,0.04395604395604396
8.0,0.44,1.9,0.098,15.0,0.9956,3.3,0.64,11.4,6,1,0.4,0.0475
9.65,0.6000000000000001,2.4,0.075,17.0,0.99565,3.22,0.63,11.8,6,1,0.35294117647058826,0.030051813471502587
8.2,0.09,2.0,0.067,10.0,0.99418,3.28,0.57,11.8,6,1,0.5,0.07987804878048782
7.7,0.18,2.4,0.083,20.0,0.9963,3.29,0.6,10.2,6,1,0.3,0.07922077922077922
6.6,0.08,2.4,0.07,26.0,0.99358,3.4,0.72,12.5,7,1,0.5,0.0787878787878788
9.65,0.53,2.2,0.06,10.0,0.99572,3.02,0.83,10.9,7,1,0.3,0.03212435233160622
9.65,0.53,2.2,0.06,10.0,0.99572,3.02,0.83,10.9,7,1,0.3,0.03212435233160622
8.0,0.35,2.8,0.086,52.0,0.997,3.31,0.62,10.8,5,1,0.5384615384615384,0.0775
9.3,0.45,1.5,0.057,37.0,0.99498,3.18,0.855,11.1,7,1,0.5135135135135135,0.035483870967741936
7.5,0.2,8.1,0.098,92.0,0.99892,3.2,0.58,9.2,5,1,0.32608695652173914,0.08733333333333333
7.2,0.26,1.8,0.083,75.0,0.9968,3.4,0.58,9.5,6,1,0.44,0.048611111111111105
8.0,0.33,2.7,0.088,37.0,0.9972,3.31,0.58,10.7,6,1,0.43243243243243246,0.0775
7.5,0.2,8.1,0.098,92.0,0.99892,3.2,0.58,9.2,5,1,0.32608695652173914,0.08733333333333333
9.1,0.34,2.0,0.071,67.0,0.99769,3.44,0.855,10.2,7,1,0.6716417910447762,0.027472527472527472
9.65,0.56,2.0,0.073,8.0,0.99534,3.15,0.73,11.4,6,1,0.375,0.03316062176165803
8.6,0.6000000000000001,6.4,0.08,8.0,0.99817,3.27,0.58,11.0,5,1,0.375,0.04302325581395349
8.6,0.6000000000000001,6.4,0.08,8.0,0.99817,3.27,0.58,11.0,5,1,0.375,0.04302325581395349
7.9,0.6000000000000001,8.3,0.05,274.5,0.99316,3.01,0.51,12.3,7,1,0.1366120218579235,0.03797468354430379
9.65,0.56,1.4,0.047,8.0,0.99471,3.16,0.51,11.8,6,1,0.375,0.027979274611398965
7.9,0.6000000000000001,8.3,0.05,274.5,0.99316,3.01,0.51,12.3,7,1,0.1366120218579235,0.03797468354430379
7.2,0.3,1.8,0.073,70.0,0.99685,3.42,0.59,9.5,6,1,0.44285714285714284,0.05277777777777778
8.7,0.45,2.4,0.072,59.0,0.99617,3.33,0.77,12.0,6,1,0.5423728813559322,0.04827586206896552
7.2,0.3,1.8,0.073,70.0,0.99685,3.42,0.59,9.5,6,1,0.44285714285714284,0.05277777777777778
6.8,0.08,1.8,0.074,64.0,0.99529,3.12,0.49,9.6,5,1,0.625,0.07058823529411765
8.5,0.4,4.7,0.055,9.0,0.99738,3.38,0.66,11.6,7,1,0.3333333333333333,0.04
7.9,0.42,1.6,0.057,30.0,0.994,3.29,0.69,11.2,6,1,0.6,0.024050632911392405
9.65,0.54,1.5,0.095,41.0,0.99735,3.02,0.76,9.9,7,1,0.5365853658536586,0.042487046632124346
9.65,0.54,1.5,0.095,41.0,0.99735,3.02,0.76,9.9,7,1,0.5365853658536586,0.042487046632124346
9.65,0.54,1.9,0.083,74.0,0.99451,2.98,0.63,11.8,8,1,0.5675675675675675,0.02694300518134715
7.9,0.42,2.0,0.086,19.0,0.99546,3.35,0.6,11.4,6,1,0.42105263157894735,0.043037974683544304
7.0,0.09,2.0,0.081,16.0,0.99479,3.43,0.59,11.5,6,1,0.625,0.07714285714285715
9.2,0.36,2.2,0.079,31.0,0.99615,3.33,0.855,12.0,7,1,0.3548387096774194,0.03369565217391304
6.6,0.09,5.5,0.10550000000000001,17.0,0.99655,3.35,0.49,10.8,6,1,0.5294117647058824,0.09924242424242426
9.4,0.47,2.5,0.087,20.0,0.99772,3.15,0.5,10.5,5,1,0.3,0.0425531914893617
6.6,0.09,5.5,0.10550000000000001,17.0,0.99655,3.35,0.49,10.8,6,1,0.5294117647058824,0.09924242424242426
8.6,0.38,1.5,0.096,18.0,0.99666,3.2,0.52,9.4,5,1,0.2777777777777778,0.060465116279069774
8.0,0.45,2.1,0.10550000000000001,16.0,0.99358,3.15,0.81,12.5,7,1,0.3125,0.03875
8.6,0.38,1.5,0.096,18.0,0.99666,3.2,0.52,9.4,5,1,0.2777777777777778,0.060465116279069774
8.4,0.42,2.1,0.072,36.0,0.99392,3.11,0.78,12.4,6,1,0.6388888888888888,0.04047619047619048
7.4,0.27,2.1,0.071,25.0,0.99388,3.35,0.63,12.0,6,1,0.56,0.0662162162162162
6.1,0.09,1.7,0.078,30.0,0.99402,3.45,0.54,11.2,6,1,0.6,0.07868852459016394
7.4,0.27,2.1,0.071,25.0,0.99388,3.35,0.63,12.0,6,1,0.56,0.0662162162162162
8.0,0.34,2.2,0.073,25.0,0.9936,3.28,0.66,12.4,6,1,0.64,0.06
6.3,0.28,2.1,0.048,49.0,0.99374,3.41,0.6,12.8,5,1,0.2653061224489796,0.09047619047619047
8.2,0.42,1.9,0.069,17.0,0.99376,3.21,0.54,12.3,6,1,0.5294117647058824,0.028048780487804882
9.1,0.41,2.0,0.068,24.0,0.99523,3.27,0.85,11.7,7,1,0.4166666666666667,0.03296703296703297
8.1,0.1,3.3,0.09,13.0,0.99855,3.36,0.49,9.5,5,1,0.3076923076923077,0.0808641975308642
9.65,0.43,2.1,0.10550000000000001,66.0,0.9982,3.17,0.76,10.8,6,1,0.4090909090909091,0.04870466321243523
8.3,0.03999999999999998,1.4,0.07,14.0,0.99593,3.25,0.64,10.0,6,1,0.42857142857142855,0.06385542168674699
5.4,0.27,2.0,0.092,55.0,0.99471,3.635,0.64,12.3,7,1,0.41818181818181815,0.07777777777777777
7.9,0.41,1.5,0.056,35.0,0.99396,3.29,0.71,11.0,6,1,0.17142857142857143,0.04177215189873418
8.9,0.39,1.6,0.074,10.0,0.99698,3.12,0.59,9.5,6,1,0.3,0.026966292134831458
5.0,0.5,4.3,0.046,80.0,0.9902,3.49,0.66,13.6,6,1,0.3625,0.08
7.0,0.07,2.5,0.091,21.0,0.99572,3.38,0.6,11.3,6,1,0.7142857142857143,0.09357142857142857
7.0,0.07,2.5,0.091,21.0,0.99572,3.38,0.6,11.3,6,1,0.7142857142857143,0.09357142857142857
7.0,0.07,2.5,0.091,21.0,0.99572,3.38,0.6,11.3,6,1,0.7142857142857143,0.09357142857142857
7.1,0.12,2.1,0.065,24.0,0.99252,3.3,0.53,13.3,6,1,0.5833333333333334,0.054929577464788736
5.6,0.03999999999999998,2.5,0.066,15.0,0.99256,3.52,0.58,12.9,5,1,0.4666666666666667,0.11696428571428573
7.9,0.34,2.5,0.076,17.0,0.99235,3.2,0.72,13.1,8,1,0.47058823529411764,0.06835443037974684
6.6,0.03999999999999998,1.8,0.062,28.0,0.99352,3.44,0.55,12.3,6,1,0.75,0.07575757575757576
6.3,0.03999999999999998,1.4,0.055,33.0,0.9922,3.45,0.48,12.3,6,1,0.8181818181818182,0.0746031746031746
9.65,0.37,1.9,0.081,29.0,0.99674,3.12,0.65,11.2,6,1,0.5862068965517241,0.04145077720207254
6.5,0.03999999999999998,2.2,0.096,13.0,0.99557,3.62,0.62,11.5,4,1,0.23076923076923078,0.08923076923076922
8.8,0.35,1.7,0.055,27.0,0.99394,3.14,0.59,11.3,7,1,0.48148148148148145,0.027272727272727268
5.8,0.26,1.7,0.063,11.0,0.9915,3.39,0.54,13.5,6,1,0.2727272727272727,0.049999999999999996
6.3,0.03999999999999998,2.9,0.072,52.0,0.99379,3.51,0.6,11.5,6,1,0.5,0.10396825396825397
9.65,0.33,2.7,0.095,89.0,0.9984,3.22,0.68,10.0,5,1,0.3146067415730337,0.04455958549222798
